title,url,year,authors,venue,type,access,key,ee
Counter-Collusion Smart Contracts for Watchtowers in Payment Channel Networks.,https://dblp.org/rec/conf/infocom/ZhangYXY21,2021,"['Yuhui Zhang', 'Dejun Yang', 'Guoliang Xue', 'Ruozhou Yu']",INFOCOM,Conference and Workshop Papers,closed,conf/infocom/ZhangYXY21,https://doi.org/10.1109/INFOCOM42981.2021.9488831
Génération automatique de smart contracts avec B-Merode.,https://dblp.org/rec/conf/inforsid/SousaBS21,2021,"['Victor Amaral De Sousa', 'Corentin Burnay', 'Monique Snoeck']",INFORSID,Conference and Workshop Papers,open,conf/inforsid/SousaBS21,http://inforsid.fr/actes/2021/INFORSID_2021_p141-142.pdf
Malicious Activity Detection using Smart Contracts in IoT.,https://dblp.org/rec/conf/iotbd/EricAF21,2021,"['Mwangi Eric', 'Hany F. Atlam', 'Nawfal F. Fadhel']",IoTBDS,Conference and Workshop Papers,closed,conf/iotbd/EricAF21,https://doi.org/10.5220/0010474802860295
A privacy preserving identification protocol for smart contracts.,https://dblp.org/rec/conf/iscc/BruschiPRS21,2021,"['Francesco Bruschi', 'Tommaso Paulon', 'Vincenzo Rana', 'Donatella Sciuto']",ISCC,Conference and Workshop Papers,closed,conf/iscc/BruschiPRS21,https://doi.org/10.1109/ISCC53001.2021.9631501
Potential Risk Detection System of Hyperledger Fabric Smart Contract based on Static Analysis.,https://dblp.org/rec/conf/iscc/LvWWZ21,2021,"['Penghui Lv', 'Yu Wang 0134', 'Yazhe Wang', 'Qihui Zhou']",ISCC,Conference and Workshop Papers,closed,conf/iscc/LvWWZ21,https://doi.org/10.1109/ISCC53001.2021.9631249
The cost of immortality: A Time To Live for smart contracts.,https://dblp.org/rec/conf/iscc/SaingreLM21,2021,"['Dimitri Saingre', 'Thomas Ledoux', 'Jean-Marc Menaud']",ISCC,Conference and Workshop Papers,closed,conf/iscc/SaingreLM21,https://doi.org/10.1109/ISCC53001.2021.9631513
A Survey on SLA Management Using Blockchain Based Smart Contracts.,https://dblp.org/rec/conf/isda/HamdiHDS21,2021,"['Nawel Hamdi', 'Chiraz El Hog', 'Raoudha Ben Djemaa', 'Layth Sliman']",ISDA,Conference and Workshop Papers,closed,conf/isda/HamdiHDS21,https://doi.org/10.1007/978-3-030-96308-8_132
Optimal Contract Power and Battery Energy Storage System Capacity for Smart Buildings.,https://dblp.org/rec/conf/isgteurope/ForoozandehRSV21,2021,"['Zahra Foroozandeh', 'Sérgio Ramos', 'João P. Soares', 'Zita A. Vale']",ISGT-Europe,Conference and Workshop Papers,closed,conf/isgteurope/ForoozandehRSV21,https://doi.org/10.1109/ISGTEurope52324.2021.9640123
Cryptocurrency Crime: Behaviors of Malicious Smart Contracts in Blockchain.,https://dblp.org/rec/conf/isncc/NdiayeK21,2021,"['Malaw Ndiaye', 'Pr. Karim Konate']",ISNCC,Conference and Workshop Papers,closed,conf/isncc/NdiayeK21,https://doi.org/10.1109/ISNCC52172.2021.9615702
sVerify: Verifying Smart Contracts Through Lazy Annotation and Learning.,https://dblp.org/rec/conf/isola/GaoSLCSY21,2021,"['Bo Gao', 'Ling Shi', 'Jiaying Li 0001', 'Jialiang Chang', 'Jun Sun 0001', 'Zijiang Yang 0006']",ISoLA,Conference and Workshop Papers,closed,conf/isola/GaoSLCSY21,https://doi.org/10.1007/978-3-030-89159-6_28
Peculiar: Smart Contract Vulnerability Detection Based on Crucial Data Flow Graph and Pre-training Techniques.,https://dblp.org/rec/conf/issre/Wu0WLLQZM21,2021,"['Hongjun Wu', 'Zhuo Zhang 0007', 'Shangwen Wang', 'Yan Lei', 'Bo Lin', 'Yihao Qin', 'Haoyu Zhang', 'Xiaoguang Mao']",ISSRE,Conference and Workshop Papers,closed,conf/issre/Wu0WLLQZM21,https://doi.org/10.1109/ISSRE52982.2021.00047
echidna-parade: a tool for diverse multicore smart contract fuzzing.,https://dblp.org/rec/conf/issta/GroceG21,2021,"['Alex Groce', 'Gustavo Grieco']",ISSTA,Conference and Workshop Papers,closed,conf/issta/GroceG21,https://doi.org/10.1145/3460319.3469076
SCStudio: a secure and efficient integrated development environment for smart contracts.,https://dblp.org/rec/conf/issta/RenMYLFCJ21,2021,"['Meng Ren', 'Fuchen Ma', 'Zijing Yin', 'Huizhong Li', 'Ying Fu', 'Ting Chen 0002', 'Yu Jiang 0001']",ISSTA,Conference and Workshop Papers,closed,conf/issta/RenMYLFCJ21,https://doi.org/10.1145/3460319.3469078
Empirical evaluation of smart contract testing: what is the best choice?,https://dblp.org/rec/conf/issta/RenYMXJSLC21,2021,"['Meng Ren', 'Zijing Yin', 'Fuchen Ma', 'Zhenyang Xu', 'Yu Jiang 0001', 'Chengnian Sun', 'Huizhong Li', 'Yan Cai 0001']",ISSTA,Conference and Workshop Papers,closed,conf/issta/RenYMXJSLC21,https://doi.org/10.1145/3460319.3464837
Environmentally smart contracts for artists using non-fungible tokens.,https://dblp.org/rec/conf/istas/WeijersT21,2021,"['Dan Weijers', 'H. Joseph Turton']",ISTAS,Conference and Workshop Papers,closed,conf/istas/WeijersT21,https://doi.org/10.1109/ISTAS52410.2021.9629203
A Blockchain-based Smart Contract System Architecture for Dependable Health Processes.,https://dblp.org/rec/conf/itasec/CiampiMSS21,2021,"['Mario Ciampi', 'Fabrizio Marangio', 'Giovanni Schmid', 'Mario Sicuranza']",ITASEC,Conference and Workshop Papers,open,conf/itasec/CiampiMSS21,https://ceur-ws.org/Vol-2940/paper30.pdf
A Distributed Resource Management for VANET using Smart Contract.,https://dblp.org/rec/conf/iwcmc/KchaouAAF21,2021,"['Amira Kchaou', 'Ryma Abassi', 'Samiha Ayed', 'Sihem Guemara El Fatmi']",IWCMC,Conference and Workshop Papers,closed,conf/iwcmc/KchaouAAF21,https://doi.org/10.1109/IWCMC51323.2021.9498921
Smart contracts for decentralized vehicle services.,https://dblp.org/rec/conf/iwcmc/MhamdiZS21,2021,"['Halima Mhamdi', 'Ahmed Zouinkhi', 'Hedi Sakli']",IWCMC,Conference and Workshop Papers,closed,conf/iwcmc/MhamdiZS21,https://doi.org/10.1109/IWCMC51323.2021.9498954
A Multi-Modal Transformer-based Code Summarization Approach for Smart Contracts.,https://dblp.org/rec/conf/iwpc/YangKYGWMZ21,2021,"['Zhen Yang', 'Jacky Keung', 'Xiao Yu', 'Xiaodong Gu 0002', 'Zhengyuan Wei', 'Xiaoxue Ma', 'Miao Zhang']",ICPC,Conference and Workshop Papers,closed,conf/iwpc/YangKYGWMZ21,https://doi.org/10.1109/ICPC52881.2021.00010
Automating User Notice Generation for Smart Contract Functions.,https://dblp.org/rec/conf/kbse/HuG00Y21,2021,"['Xing Hu 0008', 'Zhipeng Gao', 'Xin Xia 0001', 'David Lo 0001', 'Xiaohu Yang 0001']",ASE,Conference and Workshop Papers,closed,conf/kbse/HuG00Y21,https://doi.org/10.1109/ASE51524.2021.9678552
Gas Estimation and Optimization for Smart Contracts on Ethereum.,https://dblp.org/rec/conf/kbse/Li21a,2021,[],ASE,Conference and Workshop Papers,closed,conf/kbse/Li21a,https://doi.org/10.1109/ASE51524.2021.9678932
Characterizing Transaction-Reverting Statements in Ethereum Smart Contracts.,https://dblp.org/rec/conf/kbse/LiuWZ00C21,2021,"['Lu Liu', 'Lili Wei', 'Wuqi Zhang', 'Ming Wen 0001', 'Yepang Liu 0001', 'Shing-Chi Cheung']",ASE,Conference and Workshop Papers,closed,conf/kbse/LiuWZ00C21,https://doi.org/10.1109/ASE51524.2021.9678597
Static Analysis Tools Applied to Smart Contracts.,https://dblp.org/rec/conf/ladc/StaderiniPB21,2021,"['Mirko Staderini', 'András Pataricza', 'Andrea Bondavalli']",LADC,Conference and Workshop Papers,closed,conf/ladc/StaderiniPB21,https://doi.org/10.5753/ladc.2021.18529
Alternative Authentication with Smart Contracts for Online Games.,https://dblp.org/rec/conf/lcn/BoronK21,2021,"['Michal Boron', 'Anna Kobusinska']",LCN,Conference and Workshop Papers,closed,conf/lcn/BoronK21,https://doi.org/10.1109/LCN52139.2021.9524886
Smart Contract-Based Personal Data Protection Framework: In Cross-App Advertising.,https://dblp.org/rec/conf/mobisec2/ShiGG21,2021,"['Yuyuan Shi', 'Xianming Gao', 'Jianfeng Guan']",MobiSec,Conference and Workshop Papers,closed,conf/mobisec2/ShiGG21,https://doi.org/10.1007/978-981-16-9576-6_11
ReDetect: Reentrancy Vulnerability Detection in Smart Contracts with High Accuracy.,https://dblp.org/rec/conf/msn/YuSYJ21,2021,"['Rutao Yu', 'Jiangang Shu', 'Dekai Yan', 'Xiaohua Jia']",MSN,Conference and Workshop Papers,closed,conf/msn/YuSYJ21,https://doi.org/10.1109/MSN53354.2021.00069
Bitcontracts: Supporting Smart Contracts in Legacy Blockchains.,https://dblp.org/rec/conf/ndss/WustDKKMC21,2021,"['Karl Wüst', 'Loris Diana', 'Kari Kostiainen', 'Ghassan Karame', 'Sinisa Matetic', 'Srdjan Capkun']",NDSS,Conference and Workshop Papers,open,conf/ndss/WustDKKMC21,https://www.ndss-symposium.org/ndss-paper/bitcontracts-supporting-smart-contracts-in-legacy-blockchains/
Smart Contract Enabled Decentralized Reputation System for E-Commerce Reviews.,https://dblp.org/rec/conf/new2an/KugblenuVK21,2021,"['Carl Kugblenu', 'Petri Vuorimaa', 'Barbara Keller']",NEW2AN/ruSMART,Conference and Workshop Papers,closed,conf/new2an/KugblenuVK21,https://doi.org/10.1007/978-3-030-97777-1_3
Smart Contract Based Solution for Secure Distributed SDN.,https://dblp.org/rec/conf/ntms/AlmakhourWSSM21,2021,"['Mouhamad Almakhour', 'Ayoub Wehby', 'Layth Sliman', 'Abed Ellatif Samhat', 'Abdelhamid Mellouk']",NTMS,Conference and Workshop Papers,closed,conf/ntms/AlmakhourWSSM21,https://doi.org/10.1109/NTMS49979.2021.9432647
Smart Contracts Based on Multi-agent Negotiation.,https://dblp.org/rec/conf/paams/00010N21,2021,"['Ricardo Barbosa 0001', 'Ricardo Santos 0001', 'Paulo Novais']",PAAMS,Conference and Workshop Papers,closed,conf/paams/00010N21,https://doi.org/10.1007/978-3-030-85710-3_9
Practical smart contract sharding with ownership and commutativity analysis.,https://dblp.org/rec/conf/pldi/Pirlea0S21,2021,"['George Pîrlea', 'Amrit Kumar 0001', 'Ilya Sergey']",PLDI,Conference and Workshop Papers,closed,conf/pldi/Pirlea0S21,https://doi.org/10.1145/3453483.3454112
An Empirical Evaluation of the Effectiveness of Smart Contract Verification Tools.,https://dblp.org/rec/conf/prdc/DiaIL21,2021,"['Bruno Dia', 'Naghmeh Ramezani Ivaki', 'Nuno Laranjeiro']",PRDC,Conference and Workshop Papers,closed,conf/prdc/DiaIL21,https://doi.org/10.1109/PRDC53464.2021.00013
Machine-learning Approach using Solidity Bytecode for Smart-contract Honeypot Detection in the Ethereum.,https://dblp.org/rec/conf/qrs/HaraTIO21,2021,"['Kazuki Hara', 'Takeshi Takahashi 0001', 'Motoya Ishimaki', 'Kazumasa Omote']",QRS Companion,Conference and Workshop Papers,closed,conf/qrs/HaraTIO21,https://doi.org/10.1109/QRS-C55045.2021.00099
Increasing Fuzz Testing Coverage for Smart Contracts with Dynamic Taint Analysis.,https://dblp.org/rec/conf/qrs/JiDQGWW21,2021,"['Songyan Ji', 'Jian Dong', 'Junfu Qiu', 'Bowen Gu', 'Ye Wang', 'Tongqi Wang']",QRS,Conference and Workshop Papers,closed,conf/qrs/JiDQGWW21,https://doi.org/10.1109/QRS54544.2021.00035
WANA: Symbolic Execution of Wasm Bytecode for Extensible Smart Contract Vulnerability Detection.,https://dblp.org/rec/conf/qrs/JiangCWAC21,2021,"['Bo Jiang 0001', 'Yifei Chen', 'Dong Wang', 'Imran Ashraf', 'W. K. Chan 0001']",QRS,Conference and Workshop Papers,closed,conf/qrs/JiangCWAC21,https://doi.org/10.1109/QRS54544.2021.00102
ReDefender: A Tool for Detecting Reentrancy Vulnerabilities in Smart Contracts Effectively.,https://dblp.org/rec/conf/qrs/PanHQL21,2021,"['Zhenyu Pan', 'Tianyuan Hu', 'Chen Qian', 'Bixin Li']",QRS,Conference and Workshop Papers,closed,conf/qrs/PanHQL21,https://doi.org/10.1109/QRS54544.2021.00101
The Impact and Potential of Using Blockchain Enabled Smart Contracts in the Supply Chain Application Area.,https://dblp.org/rec/conf/rcis/Dhaiouir21,2021,[],RCIS,Conference and Workshop Papers,closed,conf/rcis/Dhaiouir21,https://doi.org/10.1007/978-3-030-75018-3_52
Self-Adaptive Security for SLA Based Smart Contract.,https://dblp.org/rec/conf/re/SinghL21,2021,"['Irish Singh', 'Seok-Won Lee']",RE Workshops,Conference and Workshop Papers,closed,conf/re/SinghL21,https://doi.org/10.1109/REW53955.2021.00069
State-witnessed virtual transactions for atomic execution of complexity-unconstrained smart contracts.,https://dblp.org/rec/conf/sac/Smagin21,2021,[],SAC,Conference and Workshop Papers,closed,conf/sac/Smagin21,https://doi.org/10.1145/3412841.3442076
Towards Correct Smart Contracts: A Case Study on Formal Verification of Access Control.,https://dblp.org/rec/conf/sacmat/SchifflGLSFB21,2021,"['Jonas Schiffl', 'Matthias Grundmann', 'Marc Leinweber', 'Oliver Stengele', 'Sebastian Friebe', 'Bernhard Beckert']",SACMAT,Conference and Workshop Papers,closed,conf/sacmat/SchifflGLSFB21,https://doi.org/10.1145/3450569.3463574
Game Theory on the Blockchain: A Model for Games with Smart Contracts.,https://dblp.org/rec/conf/sagt/Hall-AndersenS21,2021,"['Mathias Hall-Andersen', 'Nikolaj I. Schwartzbach']",SAGT,Conference and Workshop Papers,closed,conf/sagt/Hall-AndersenS21,https://doi.org/10.1007/978-3-030-85947-3_11
Blockchain Smart Contracts Static Analysis for Software Assurance.,https://dblp.org/rec/conf/sai/SchmeelkRB21,2021,"['Suzanna Schmeelk', 'Bryan Rosado', 'Paul E. Black']",SAI,Conference and Workshop Papers,closed,conf/sai/SchmeelkRB21,https://doi.org/10.1007/978-3-030-80126-7_62
Compositional Verification of Smart Contracts Through Communication Abstraction.,https://dblp.org/rec/conf/sas/WesleyCNTWG21,2021,"['Scott Wesley', 'Maria Christakis', 'Jorge A. Navas', 'Richard J. Trefler', 'Valentin Wüstholz', 'Arie Gurfinkel']",SAS,Conference and Workshop Papers,closed,conf/sas/WesleyCNTWG21,https://doi.org/10.1007/978-3-030-88806-0_21
A Framework to Generate Smart Contracts On the Fly.,https://dblp.org/rec/conf/sbes/SantiagoAG21,2021,"['Levy Marlon Santiago', 'Jauberth Abijaude', 'Fabíola Greve']",SBES,Conference and Workshop Papers,closed,conf/sbes/SantiagoAG21,https://doi.org/10.1145/3474624.3477068
Verifying Security Vulnerabilities for Blockchain-based Smart Contracts.,https://dblp.org/rec/conf/sbesc/MatuleviciusC21,2021,"['Nedas Matulevicius', 'Lucas C. Cordeiro']",SBESC,Conference and Workshop Papers,closed,conf/sbesc/MatuleviciusC21,https://doi.org/10.1109/SBESC53686.2021.9628229
An Extensive Security Analysis on Ethereum Smart Contracts.,https://dblp.org/rec/conf/securecomm/Ashouri21,2021,[],SecureComm,Conference and Workshop Papers,closed,conf/securecomm/Ashouri21,https://doi.org/10.1007/978-3-030-90019-9_8
SolDetector: Detect Defects Based on Knowledge Graph of Solidity Smart Contract.,https://dblp.org/rec/conf/seke/HuPL21,2021,"['Tianyuan Hu', 'Zhenyu Pan', 'Bixin Li']",SEKE,Conference and Workshop Papers,closed,conf/seke/HuPL21,https://doi.org/10.18293/SEKE2021-133
SPESC-Translator: Towards Automatically Smart Legal Contract Conversion for Blockchain-based Auction Services.,https://dblp.org/rec/conf/services/ChenQZSWCY21,2021,"['E. Chen 0001', 'Bohan Qin', 'Yan Zhu 0010', 'Weijing Song', 'Shengdian Wang', 'William Cheng-Chung Chu', 'Stephen S. Yau']",SERVICES,Conference and Workshop Papers,closed,conf/services/ChenQZSWCY21,https://doi.org/10.1109/SERVICES51467.2021.00014
Service Recommendation based on Smart Contract and DIKW.,https://dblp.org/rec/conf/services/ZhangLD21,2021,"['Haiyang Zhang', 'Yu Lei', 'Yucong Duan']",SERVICES,Conference and Workshop Papers,closed,conf/services/ZhangLD21,https://doi.org/10.1109/SERVICES51467.2021.00036
SADPonzi: Detecting and Characterizing Ponzi Schemes in Ethereum Smart Contracts.,https://dblp.org/rec/conf/sigmetrics/ChenLSHWWL21,2021,"['Weimin Chen', 'Xinran Li', 'Yuting Sui', 'Ningyu He', 'Haoyu Wang 0001', 'Lei Wu 0012', 'Xiapu Luo']",SIGMETRICS,Conference and Workshop Papers,closed,conf/sigmetrics/ChenLSHWWL21,https://doi.org/10.1145/3410220.3460105
Making smart contract development more secure and easier.,https://dblp.org/rec/conf/sigsoft/RenMYFL0J21,2021,"['Meng Ren', 'Fuchen Ma', 'Zijing Yin', 'Ying Fu', 'Huizhong Li', 'Wanli Chang 0001', 'Yu Jiang 0001']",ESEC/SIGSOFT FSE,Conference and Workshop Papers,closed,conf/sigsoft/RenMYFL0J21,https://doi.org/10.1145/3468264.3473929
iBatch: saving Ethereum fees via secure and cost-effective batching of smart-contract invocations.,https://dblp.org/rec/conf/sigsoft/WangZLTCLC21,2021,"['Yibo Wang', 'Qi Zhang 0009', 'Kai Li 0017', 'Yuzhe Tang', 'Jiaqi Chen', 'Xiapu Luo', 'Ting Chen 0002']",ESEC/SIGSOFT FSE,Conference and Workshop Papers,closed,conf/sigsoft/WangZLTCLC21,https://doi.org/10.1145/3468264.3468568
Smart Contract Design Considerations for SLA Compliance Assessment in the Context of IoT.,https://dblp.org/rec/conf/smartiot/AlzubaidiMS21,2021,"['Ali Alzubaidi', 'Karan Mitra', 'Ellis Solaiman']",SmartIoT,Conference and Workshop Papers,closed,conf/smartiot/AlzubaidiMS21,https://doi.org/10.1109/SmartIoT52359.2021.00021
Smart Contract with Machine Learning for Multi-objective Optimization in Manufacturing Quality Control.,https://dblp.org/rec/conf/smc/FuWC21,2021,"['Yangqing Fu', 'Pooi-Mun Wong', 'Chee-Kong Chui']",SMC,Conference and Workshop Papers,closed,conf/smc/FuWC21,https://doi.org/10.1109/SMC52423.2021.9658776
An Elasticity Framework for Smart Contracts.,https://dblp.org/rec/conf/smds/DustdarGFR21,2021,"['Schahram Dustdar', 'José María García', 'Pablo Fernandez 0001', 'Antonio Ruiz-Cortés']",SMDS,Conference and Workshop Papers,closed,conf/smds/DustdarGFR21,https://doi.org/10.1109/SMDS53860.2021.00039
SGUARD: Towards Fixing Vulnerable Smart Contracts Automatically.,https://dblp.org/rec/conf/sp/NguyenPS21,2021,"['Tai D. Nguyen', 'Long H. Pham', 'Jun Sun 0001']",SP,Conference and Workshop Papers,closed,conf/sp/NguyenPS21,https://doi.org/10.1109/SP40001.2021.00057
SodsBC/SodsBC++ &amp; SodsMPC: Post-quantum Asynchronous Blockchain Suite for Consensus and Smart Contracts.,https://dblp.org/rec/conf/sss/DolevW21,2021,"['Shlomi Dolev', 'Ziyu Wang 0009']",SSS,Conference and Workshop Papers,closed,conf/sss/DolevW21,https://doi.org/10.1007/978-3-030-91081-5_39
Validated Data Quality Assessment with &quot;Skin in the Game&quot;: A Smart Contract Approach.,https://dblp.org/rec/conf/summersoc/DriessenMHT21,2021,"['Stefan W. Driessen', 'Geert Monsieur', 'Willem-Jan van den Heuvel', 'Damian A. Tamburri']",SummerSOC,Conference and Workshop Papers,closed,conf/summersoc/DriessenMHT21,https://doi.org/10.1007/978-3-030-87568-8_8
Helmholtz: A Verifier for Tezos Smart Contracts Based on Refinement Types.,https://dblp.org/rec/conf/tacas/0001SCKFSI21,2021,"['Yuki Nishida 0001', 'Hiromasa Saito', 'Ran Chen', 'Akira Kawata', 'Jun Furuse', 'Kohei Suenaga', 'Atsushi Igarashi']",TACAS,Conference and Workshop Papers,open,conf/tacas/0001SCKFSI21,https://doi.org/10.1007/978-3-030-72013-1_14
Temporal Constraints in Smart Contract-Based Process Execution: A Case Study of Organ Transfer by Healthcare Delivery Drone.,https://dblp.org/rec/conf/tacc/0002CKJ21,2021,"['Amal Abid 0002', 'Saoussen Cheikhrouhou', 'Slim Kallel', 'Mohamed Jmaiel']",TACC,Conference and Workshop Papers,open,conf/tacc/0002CKJ21,https://ceur-ws.org/Vol-3067/paper1.pdf
Can&apos;t Understand SLAs? Use the Smart Contract.,https://dblp.org/rec/conf/tpsisa/UpadhyayDHBS21,2021,"['Kritagya Upadhyay', 'Ram Dantu', 'Yanyan He', 'Syed Badruddoja', 'Abiola Salau']",TPS-ISA,Conference and Workshop Papers,closed,conf/tpsisa/UpadhyayDHBS21,https://doi.org/10.1109/TPSISA52974.2021.00015
A privacy-preserving framework for smart contracts based on stochastic model checking.,https://dblp.org/rec/conf/trustcom/BaoL21,2021,"['Tingting Bao', 'Yang Liu 0135']",TrustCom,Conference and Workshop Papers,closed,conf/trustcom/BaoL21,https://doi.org/10.1109/TrustCom53373.2021.00075
An Off-The-Chain Execution Environment for Scalable Testing and Profiling of Smart Contracts.,https://dblp.org/rec/conf/usenix/KimJJBS21,2021,"['Yeonsoo Kim', 'Seongho Jeong', 'Kamil Jezek', 'Bernd Burgstaller', 'Bernhard Scholz']",USENIX Annual Technical Conference,Conference and Workshop Papers,open,conf/usenix/KimJJBS21,https://www.usenix.org/conference/atc21/presentation/kim-yeonsoo
Smart Contract Vulnerabilities: Vulnerable Does Not Imply Exploited.,https://dblp.org/rec/conf/uss/0001L21,2021,"['Daniel Perez 0001', 'Benjamin Livshits']",USENIX Security Symposium,Conference and Workshop Papers,open,conf/uss/0001L21,https://www.usenix.org/conference/usenixsecurity21/presentation/perez
EOSAFE: Security Analysis of EOSIO Smart Contracts.,https://dblp.org/rec/conf/uss/HeZ00L0YJ21,2021,"['Ningyu He', 'Ruiyi Zhang', 'Haoyu Wang 0001', 'Lei Wu 0012', 'Xiapu Luo', 'Yao Guo 0001', 'Ting Yu 0001', 'Xuxian Jiang']",USENIX Security Symposium,Conference and Workshop Papers,open,conf/uss/HeZ00L0YJ21,https://www.usenix.org/conference/usenixsecurity21/presentation/he-ningyu
EVMPatch: Timely and Automated Patching of Ethereum Smart Contracts.,https://dblp.org/rec/conf/uss/RodlerLKD21,2021,"['Michael Rodler', 'Wenting Li', 'Ghassan O. Karame', 'Lucas Davi']",USENIX Security Symposium,Conference and Workshop Papers,open,conf/uss/RodlerLKD21,https://www.usenix.org/conference/usenixsecurity21/presentation/rodler
Ambulance Vehicle Routing under Pandemic with Fuzzy Cooperative Game via Smart Contracts.,https://dblp.org/rec/conf/vehits/SmirnovT21,2021,"['Alexander V. Smirnov 0001', 'Nikolay Teslya']",VEHITS,Conference and Workshop Papers,closed,conf/vehits/SmirnovT21,https://doi.org/10.5220/0010455605380545
Understanding Code Reuse in Smart Contracts.,https://dblp.org/rec/conf/wcre/ChenLZ0Z21,2021,"['Xiangping Chen', 'Peiyong Liao', 'Yixin Zhang', 'Yuan Huang 0002', 'Zibin Zheng']",SANER,Conference and Workshop Papers,closed,conf/wcre/ChenLZ0Z21,https://doi.org/10.1109/SANER50967.2021.00050
Lightweight extension of an execution environment for safer function calls in Solidity/Ethereum Virtual Machine smart contracts.,https://dblp.org/rec/conf/wcre/LeeC21,2021,"['Sooyeon Lee', 'Eun-Sun Cho']",SANER,Conference and Workshop Papers,closed,conf/wcre/LeeC21,https://doi.org/10.1109/SANER50967.2021.00087
Analysis of Source Code Duplication in Ethreum Smart Contracts.,https://dblp.org/rec/conf/wcre/PierroT21,2021,"['Giuseppe Antonio Pierro', 'Roberto Tonelli']",SANER,Conference and Workshop Papers,closed,conf/wcre/PierroT21,https://doi.org/10.1109/SANER50967.2021.00089
A Solidity-to-CPN Approach Towards Formal Verification of Smart Contracts.,https://dblp.org/rec/conf/wetice/GarfattaKGG21,2021,"['Ikram Garfatta', 'Kaïs Klai', 'Mohamed Graïet', 'Walid Gaaloul']",WETICE,Conference and Workshop Papers,closed,conf/wetice/GarfattaKGG21,https://doi.org/10.1109/WETICE53228.2021.00024
Towards a Uniform Description Language for Smart Contract.,https://dblp.org/rec/conf/wetice/SoueiHSDA21,2021,"['Wafa Ben Slama Souei', 'Chiraz El Hog', 'Layth Sliman', 'Raoudha Ben Djemaa', 'Ikram Amous Ben Amor']",WETICE,Conference and Workshop Papers,closed,conf/wetice/SoueiHSDA21,https://doi.org/10.1109/WETICE53228.2021.00022
Smart Contract Code Generation from Platform Specific Model for Hyperledger Go.,https://dblp.org/rec/conf/worldcist/JurgelaitisDCVB21,2021,"['Mantas Jurgelaitis', 'Vaidotas Drungilas', 'Lina Ceponiene', 'Evaldas Vaiciukynas', 'Rita Butkiene', 'Jonas Ceponis']",WorldCIST,Conference and Workshop Papers,closed,conf/worldcist/JurgelaitisDCVB21,https://doi.org/10.1007/978-3-030-72654-6_7
Rigorous Methods for Smart Contracts (Dagstuhl Seminar 21431).,https://dblp.org/rec/journals/dagstuhl-reports/BjornerCMR21,2021,"['Nikolaj S. Bjørner', 'Maria Christakis', 'Matteo Maffei', 'Grigore Rosu']",Dagstuhl Reports,Informal and Other Publications,open,journals/dagstuhl-reports/BjornerCMR21,https://doi.org/10.4230/DagRep.11.9.80
Clockwork Finance: Automated Analysis of Economic Security in Smart Contracts.,https://dblp.org/rec/journals/iacr/BabelDKJ21,2021,"['Kushal Babel', 'Philip Daian', 'Mahimna Kelkar', 'Ari Juels']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/BabelDKJ21,https://eprint.iacr.org/2021/1147
A Fully Anonymous e-Voting Protocol Employing Universal zk-SNARKs and Smart Contracts.,https://dblp.org/rec/journals/iacr/Banerjee21,2021,[],IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/Banerjee21,https://eprint.iacr.org/2021/877
zkHawk: Practical Private Smart Contracts from MPC-based Hawk.,https://dblp.org/rec/journals/iacr/BanerjeeCT21,2021,"['Aritra Banerjee', 'Michael Clear', 'Hitesh Tewari']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/BanerjeeCT21,https://eprint.iacr.org/2021/501
Smart Contracts for Incentivized Outsourcing of Computation.,https://dblp.org/rec/journals/iacr/KupcuS21,2021,"['Alptekin Küpçü', 'Reihaneh Safavi-Naini']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/KupcuS21,https://eprint.iacr.org/2021/174
Ergo Hackathon: Crowdfunded Smart Contract Pools Research and Conceptualization.,https://dblp.org/rec/journals/iacr/RichardW21,2021,"['Bronson Brooks Richard', 'Gary Waugh']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/RichardW21,https://eprint.iacr.org/2021/846
An Incentive-Compatible Smart Contract for Decentralized Commerce.,https://dblp.org/rec/journals/iacr/Schwartzbach21,2021,[],IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/Schwartzbach21,https://eprint.iacr.org/2021/078
The Eye of Horus: Spotting and Analyzing Attacks on Ethereum Smart Contracts.,https://dblp.org/rec/journals/iacr/TorresIGS21,2021,"['Christof Ferreira Torres', 'Antonio Ken Iannillo', 'Arthur Gervais', 'Radu State']",IACR Cryptol. ePrint Arch.,Informal and Other Publications,open,journals/iacr/TorresIGS21,https://eprint.iacr.org/2021/284
Smart Contracts for Blockchain-based Reputation Systems,https://dblp.org/rec/phd/au/Almasoud20,2020,[],,Books and Theses,closed,phd/au/Almasoud20,https://hdl.handle.net/10453/143883
"Polynomial Timed Reductions to Solve Computer Security Problems in Access Control, Ethereum Smart Contract, Cloud VM Scheduling, and Logic Locking.",https://dblp.org/rec/phd/basesearch/Shahen20,2020,[],,Books and Theses,closed,phd/basesearch/Shahen20,https://hdl.handle.net/10012/16182
